,repo_name,num_contributors,total_contributions,top1_contribution_share,top5_contribution_share,contribution_gini,median_contributions,num_deployments,has_deployments,num_unique_refs,tag_based_deployment_ratio,deployment_recency_days,num_events,num_unique_event_types,dominant_event_type,dominant_event_ratio,event_type_entropy,has_IssuesEvent,has_PullRequestEvent,has_IssueCommentEvent,recent_event_density,IssuesEvent_ratio,IssueCommentEvent_ratio,PullRequestEvent_ratio,PushEvent_ratio,WatchEvent_ratio,ForkEvent_ratio,stargazers_count,subscribers_count,subscribers_to_stars_ratio,primary_language_ratio,top2_ratio,top3_ratio,language_entropy,minor_lang_ratio,infra_ratio,markup_ratio,is_monolingual,compiled_ratio,num_tags,stable_tag_ratio,prerelease_tag_ratio,latest_tag_is_stable,latest_tag_is_prerelease,semver_tag_ratio,num_major_versions,num_minor_versions,repo_age_days,last_update_recency_days,last_push_recency_days,update_push_gap_days,repo_size,forks_count,open_issues_count,network_count,has_issues,has_projects,has_downloads,has_wiki,has_pages,has_discussions,archived,disabled,allow_forking,has_pull_requests,forks_to_stars_ratio,open_issues_to_stars_ratio,stars_per_repo_age_day,forks_per_repo_age_day,top1_contribution_ratio,top3_contribution_ratio,contribution_entropy,contributors_to_stars_ratio,tag_release_velocity,interaction_ratio,development_ratio,external_interest_event_ratio,stars_per_size,forks_per_size,issues_per_size,error,label
71,BurntSushi/ripgrep,30.0,1712.0,0.8960280373831776,0.9398364485981308,0.9012461059190032,4.0,0.0,0.0,0.0,0.0,0.0,30.0,2.0,WatchEvent,0.9,0.3250829733914482,0.0,0.0,0.0,51.76442394104608,0.0,0.0,0.0,0.0,0.9,0.1,63340.0,283.0,0.0044679507420271,0.9454993022277818,0.9711087480011036,0.9921437008981306,0.2678134822047072,0.0545006977722182,0.021034952897027,0.0,0.0,0.9454993022277818,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3707.8668526585766,0.0219915474652777,67.26770914005787,67.2457175925926,5472.0,2539.0,182.0,2539.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0400852541837701,0.0028733817492895,17.08259830117127,0.6847602950216902,0.8960280373831776,0.9287383177570092,0.6434245846277183,0.0004736343542784,0.0080909054157742,0.0,0.0,1.0,11.57529239766082,0.4639985380116959,0.0332602339181286,,1
72,sveltejs/svelte,30.0,9514.0,0.5488753416018499,0.8297246163548455,0.8024875621890546,33.0,30.0,1.0,13.0,0.0,81.29552326055556,30.0,9.0,IssueCommentEvent,0.3666666666666666,1.86660936180628,1.0,1.0,1.0,141.6238662441263,0.0333333333333333,0.3666666666666666,0.1333333333333333,0.1666666666666666,0.1,0.0,86474.0,863.0,0.009979878344936,0.7182492263681998,0.9428283652303492,0.9833528576789414,0.7812059553448426,0.2817507736318002,0.0,0.0166471423210585,0.0,0.0,30.0,1.0,0.0,1.0,0.0,1.0,1.0,16.0,3453.191877589202,0.0995396262384259,0.0380812929050925,0.0614583333333333,120285.0,4902.0,999.0,4902.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.056687559266369,0.0115526054074056,25.041759352843886,1.41955621744849,0.5488753416018499,0.7126340130334244,1.8327641562736785,0.0003469250873094,0.0086876145498683,0.4,0.3,0.1,0.7189092571808621,0.0407532111235815,0.0083052749719416,,1
73,biomejs/biome,30.0,7312.0,0.2478118161925601,0.599699124726477,0.5745714806710429,88.5,30.0,1.0,1.0,0.0,6.499790467916666,30.0,7.0,PullRequestEvent,0.3666666666666666,1.7302873079956895,1.0,1.0,1.0,241.20603015075375,0.1,0.2,0.3666666666666666,0.0666666666666666,0.0666666666666666,0.0,24668.0,63.0,0.0025539160045402,0.860971571095975,0.9317753959754096,0.9660625953009097,0.5971543313632599,0.139028428904025,0.0003644842636411,0.0207188836570535,0.0,0.860971571095975,30.0,0.0,0.0333333333333333,0.0,0.0,0.0,0.0,0.0,1023.3580892045024,0.0032975378356481,0.0011679082060185,0.0021296296296296,259604.0,988.0,451.0,988.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0400518890870763,0.0182827955245662,24.104954324472235,0.965448957052804,0.2478118161925601,0.4526805251641138,2.756076966755549,0.0012161504783525,0.0293152517323725,0.3,0.4333333333333333,0.0666666666666666,0.0950216483567279,0.0038057965208548,0.0017372613673132,,1
74,parcel-bundler/parcel,30.0,2513.0,0.3720652606446478,0.7946677278153601,0.7437193261705795,20.0,30.0,1.0,19.0,0.0,380.4621273160648,29.0,6.0,WatchEvent,0.3448275862068966,1.5042037626413205,1.0,1.0,1.0,3.425988342123002,0.3448275862068966,0.1034482758620689,0.0344827586206896,0.0689655172413793,0.3448275862068966,0.1034482758620689,44029.0,444.0,0.0100842626450748,0.8000888687793742,0.9776645904180344,0.986894215560232,0.6052135607795359,0.1999111312206256,0.0005119491306495,0.0104221588050718,0.0,0.1775757216386602,30.0,1.0,0.0,1.0,0.0,1.0,1.0,9.0,3203.5200556819564,0.1568033671412037,5.003875126400463,4.84707175925926,63568.0,2274.0,590.0,2274.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0516477776011265,0.0134002589202571,13.743943922141,0.7098441590530931,0.3720652606446478,0.6565857540787903,2.196603753324775,0.0006813690976401,0.0093646986682466,0.4482758620689655,0.1034482758620689,0.4482758620689655,0.6926283664736974,0.035772715831865,0.0092813994462622,,1
75,electron/electron,30.0,25046.0,0.3386967978918789,0.6424578775053901,0.633724613378051,305.0,30.0,1.0,3.0,1.0,0.1464847264583333,30.0,6.0,PullRequestEvent,0.4666666666666667,1.4011421289524484,1.0,1.0,1.0,90.0531563770281,0.0333333333333333,0.2333333333333333,0.4666666666666667,0.1666666666666666,0.0333333333333333,0.0,121140.0,2780.0,0.0229486544493973,0.5466794628711805,0.8930036866817551,0.9474318510750768,1.080888577286862,0.4533205371288195,0.0030177815025505,0.0022752830559707,0.0,0.54709894702195,30.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,4771.87667006581,0.0193205287731481,0.0172834917361111,0.002037037037037,200506.0,17174.0,863.0,17174.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1417698530625722,0.0071239887733201,25.386238659021345,3.5990033245008464,0.3386967978918789,0.53812984109239,2.561560107059067,0.0002476473501733,0.0062868347347749,0.2666666666666666,0.6333333333333333,0.0333333333333333,0.6041714462410103,0.0856532971581897,0.0043041106001815,,1
76,elastic/elasticsearch,30.0,55550.0,0.086066606660666,0.335085508550855,0.3009300930093008,1350.0,30.0,1.0,30.0,0.0,0.0382285488888888,30.0,7.0,PullRequestEvent,0.7,1.1139606343516186,0.0,1.0,1.0,2.342769185715978,0.0,0.0666666666666666,0.7,0.0333333333333333,0.0333333333333333,0.0,76639.0,2613.0,0.0340949125119064,0.9929420822942732,0.9952718001228776,0.9969760880350648,0.0551833114655232,0.0070579177057268,0.000869511361503,3.157710074463617e-05,1.0,0.9942018135911544,30.0,1.0,0.0,1.0,0.0,1.0,1.0,5.0,5930.391029592801,0.0192934816898148,0.0138999631712962,0.0053935185185185,1629341.0,25855.0,5697.0,25855.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3373608737065984,0.074335521079346,12.92309387632341,4.359746241108858,0.086066606660666,0.2174077407740774,3.2526422038401814,0.0003914456086326,0.0050586883478346,0.0666666666666666,0.7333333333333333,0.0333333333333333,0.0470368081328586,0.0158683786880708,0.0034965056424652,,1
77,vitessio/vitess,30.0,27432.0,0.1673592884222805,0.5279235928842229,0.5538495188101487,377.5,30.0,1.0,30.0,0.0,2987.7960016229745,30.0,5.0,PullRequestEvent,0.6333333333333333,1.1204977198541093,0.0,1.0,1.0,480.0,0.0,0.1333333333333333,0.6333333333333333,0.0333333333333333,0.0,0.0,20940.0,481.0,0.0229703915950334,0.9440284692462336,0.9671943281554952,0.985779948912324,0.3010928031716307,0.0559715307537663,0.0052545123474108,0.0002857438000111,0.0,0.9671943281554952,30.0,0.6666666666666666,0.2666666666666666,0.0,0.0,0.9333333333333332,5.0,5.0,4695.058941570636,0.1196823113773148,0.0672517558217592,0.0524305555555555,506196.0,2329.0,969.0,2329.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1112225405921681,0.0462750716332378,4.460007906224614,0.4960534103914578,0.1673592884222805,0.3926800816564596,2.8601643270191173,0.0014326647564469,0.0063896961407229,0.1333333333333333,0.6666666666666666,0.0,0.0413673754830144,0.004600984598851,0.0019142782637555,,1
78,facebook/react,30.0,15529.0,0.1248631592504346,0.5223130916350055,0.5219889668791722,321.5,30.0,1.0,30.0,0.0,363.22724168309026,29.0,5.0,WatchEvent,0.3793103448275862,1.5046886338207912,1.0,1.0,1.0,75.74823145292943,0.1724137931034483,0.2068965517241379,0.1379310344827586,0.0,0.3793103448275862,0.1034482758620689,244817.0,6632.0,0.0270896220442207,0.6819810922818309,0.9706899076643474,0.9852174087188788,0.7536858468239076,0.318018907718169,0.0011138606115907,0.0258567364222031,0.0,0.0,30.0,1.0,0.0,1.0,0.0,1.0,4.0,10.0,4729.273052022951,0.0260728562847222,3.5822302636921295,3.5561574074074076,968010.0,50995.0,1276.0,50995.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2082984433270565,0.0052120563522957,51.76630685141185,10.78284113393983,0.1248631592504346,0.347672097366218,2.9338581475678,0.0001225405098502,0.0063434696346346,0.3793103448275862,0.1379310344827586,0.4827586206896552,0.2529075112860404,0.0526802409066022,0.0013181682007417,,1
79,tokio-rs/tokio,30.0,2698.0,0.2401779095626389,0.7083024462564863,0.6561403508771928,27.5,30.0,1.0,29.0,0.0,1708.627044768102,30.0,8.0,WatchEvent,0.3333333333333333,1.8684480353008568,1.0,1.0,1.0,15.09223029625489,0.0333333333333333,0.0666666666666666,0.0666666666666666,0.1333333333333333,0.3333333333333333,0.1,31888.0,316.0,0.0099096838936276,1.0,1.0,1.0,-0.0,0.0,0.0,0.0,1.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3525.0132949033796,0.1380865700462963,0.12147777375,0.0166087962962962,16852.0,3036.0,418.0,3036.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0952082288008028,0.0131083793276467,9.046207015802912,0.8612733473399913,0.2401779095626389,0.5982209043736101,2.5083239016115866,0.0009407927747114,0.0085106061990117,0.1,0.2,0.4333333333333333,1.8922383099928792,0.1801566579634465,0.0248041775456919,,1
80,webpack/webpack,30.0,15728.0,0.6009664292980671,0.824707527975585,0.8000551034248897,101.0,0.0,0.0,0.0,0.0,0.0,30.0,7.0,PushEvent,0.4,1.545786495604619,0.0,1.0,1.0,151.66764189584552,0.0,0.3,0.1,0.4,0.0333333333333333,0.0,65758.0,1409.0,0.0214270507010553,0.966710394570355,0.9970166896939984,0.9984332309812072,0.1590271846547613,0.0332896054296449,0.0,0.0303405642442318,1.0,0.0,30.0,1.0,0.0,1.0,0.0,1.0,1.0,8.0,5169.528888294989,0.0957632949884259,0.0323373690625,0.0634259259259259,81149.0,9356.0,200.0,9356.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.1422792664010462,0.0030414550320873,12.720308062826945,1.8098360995743312,0.6009664292980671,0.7623982706002035,1.7282735170258137,0.0004562182548131,0.0058032367451079,0.3,0.5,0.0333333333333333,0.8103365414238006,0.1152940886517393,0.0024646021515976,,1
81,envoyproxy/envoy,30.0,16605.0,0.1314062029509184,0.4691358024691358,0.420264980427582,348.5,30.0,1.0,13.0,0.0,0.2289344203356481,30.0,6.0,PullRequestReviewEvent,0.3,1.6416437740035383,1.0,1.0,1.0,215.49717326238775,0.0333333333333333,0.1666666666666666,0.2333333333333333,0.1,0.0,0.0,27916.0,564.0,0.0202034675454936,0.8773440722913646,0.9242870220014068,0.9432770837665092,0.6192574878985788,0.1226559277086354,0.0043667487176716,0.0001258383189488,0.0,0.9290362997991736,30.0,1.0,0.0,1.0,0.0,1.0,1.0,5.0,3557.316504003032,0.0132632622916666,0.0133327067361111,6.944444444444444e-05,299476.0,5354.0,1799.0,5354.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1917896546783206,0.0644433299899699,7.847488399689199,1.5050670902685188,0.1314062029509184,0.3666365552544414,3.0724130104884164,0.0010746525290156,0.0084333232551467,0.2,0.3333333333333333,0.0,0.0932161508768649,0.0178778933871161,0.0060071591713526,,1
82,solidjs/solid,30.0,1713.0,0.8470519556333918,0.9048453006421484,0.872951936174353,6.0,0.0,0.0,0.0,0.0,0.0,30.0,5.0,IssueCommentEvent,0.5333333333333333,1.1831264038703304,1.0,1.0,1.0,93.08004452903364,0.2666666666666666,0.5333333333333333,0.0333333333333333,0.1333333333333333,0.0333333333333333,0.0,35521.0,216.0,0.0060809098842937,0.7283427746481084,0.9979569099439798,1.0,0.5969264527328093,0.2716572253518917,0.0,0.0020430900560202,0.0,0.0,30.0,0.9666666666666668,0.0333333333333333,1.0,0.0,1.0,2.0,3.0,2943.519516424433,0.336657628136574,0.3260904985069444,0.0105671296296296,17328.0,1059.0,25.0,1059.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0298133498493848,0.0007038090143858,12.067526578504784,0.3597733917017135,0.8470519556333918,0.8809106830122592,0.9015235230636872,0.000844570817263,0.010191880784751,0.8,0.1666666666666666,0.0333333333333333,2.049919205909511,0.0611149584487534,0.0014427516158818,,1
83,pallets/flask,30.0,4245.0,0.4327444051825677,0.8308598351001177,0.7919199057714958,24.0,22.0,1.0,15.0,1.0,75.74346386974537,30.0,4.0,WatchEvent,0.5333333333333333,1.0625354080615974,0.0,1.0,1.0,12.301150385360112,0.0,0.0666666666666666,0.0666666666666666,0.0,0.5333333333333333,0.3333333333333333,71492.0,2083.0,0.0291361271191182,0.9989128593211724,0.9996276190207264,0.999968232902242,0.0093126920719999,0.0010871406788275,0.0003406138815157,0.0007465267973117,1.0,0.0,30.0,0.8666666666666667,0.0333333333333333,1.0,0.0,0.9,2.0,6.0,5873.48320934868,0.2044824968287036,3.398429256087963,3.1939467592592594,12059.0,16832.0,3.0,16832.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.2354389302299558,4.1962737089464553e-05,12.171993594039025,2.8657611505464224,0.4327444051825677,0.7773851590106007,1.8892433702720477,0.0004196273708946,0.005107701670413,0.0666666666666666,0.0666666666666666,0.8666666666666667,5.928518119247036,1.3958039638444315,0.000248776847168,,1
84,angular/angular.js,30.0,6269.0,0.2298612218854681,0.6351890253628968,0.6542085393736374,61.0,0.0,0.0,0.0,0.0,0.0,26.0,2.0,WatchEvent,0.7692307692307693,0.5402041423888608,0.0,0.0,0.0,0.9002254170214898,0.0,0.0,0.0,0.0,0.7692307692307693,0.2307692307692307,58644.0,4.0,6.82081713389264e-05,0.9817233809475638,0.99388459320397,0.9984350507138676,0.1073792720736968,0.0182766190524361,0.0045504575098976,0.012685455857046,1.0,0.0,30.0,0.8666666666666667,0.1333333333333333,1.0,0.0,1.0,1.0,4.0,5974.165319671679,0.7817201346412036,763.4509793939004,762.6692592592592,101796.0,27132.0,461.0,27132.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.4626560261919378,0.0078609917468112,9.816266685153757,4.541554936593543,0.2298612218854681,0.4826926144520657,2.6167856381730292,0.0005115612850419,0.0050216219997717,0.0,0.0,1.0,0.5760933631969822,0.2665330661322645,0.0045286651734842,,1
85,atom/atom,30.0,22987.0,0.4019228259450994,0.6685082872928176,0.6406824146981627,292.0,0.0,0.0,0.0,0.0,0.0,30.0,2.0,WatchEvent,0.8,0.5004024235381879,0.0,0.0,0.0,4.489221192865048,0.0,0.0,0.0,0.0,0.8,0.2,60803.0,0.0,0.0,0.8829210195183332,0.9699259649430838,0.9977855812093368,0.4376970017155644,0.1170789804816668,0.0016504257747344,6.55488250958359e-05,0.0,0.0,30.0,0.5333333333333333,0.4666666666666667,1.0,0.0,1.0,1.0,16.0,5229.426670796447,0.0042170927430555,1228.7381638520023,1228.7339467592592,330585.0,17233.0,994.0,17233.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.2834235152870746,0.0163478775718303,11.62708721748484,3.2953899317289648,0.4019228259450994,0.5813720798712315,2.452045599393905,0.0004933967073993,0.0057367665497515,0.0,0.0,1.0,0.1839254654627403,0.0521288019722612,0.0030067909917267,,1
86,typicode/json-server,30.0,974.0,0.9301848049281314,0.9558521560574949,0.9201916495550992,2.0,0.0,0.0,0.0,0.0,0.0,28.0,3.0,WatchEvent,0.8571428571428571,0.4904499103768102,0.0,1.0,0.0,5.97457250392674,0.0,0.0,0.0357142857142857,0.0,0.8571428571428571,0.1071428571428571,75562.0,980.0,0.0129694820147693,0.9174495674258224,1.0,1.0,0.2849546456216468,0.0825504325741777,0.0,0.0825504325741777,0.0,0.0,30.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,4552.63306748294,0.0641438718287037,53.370023501458334,53.30587962962963,4258.0,7286.0,715.0,7286.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0964241285302136,0.0094624282046531,16.597428098900853,1.6003925402793948,0.9301848049281314,0.944558521560575,0.4727498171884,0.0003970249596357,0.0065895932210241,0.0,0.0357142857142857,0.9642857142857144,17.745890089243776,1.7111319868482855,0.1679192108971348,,1
87,ramda/ramda,30.0,2486.0,0.3149637972646822,0.834271922767498,0.7679806918744971,15.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,WatchEvent,1.0,-0.0,0.0,0.0,0.0,0.3823146296741863,0.0,0.0,0.0,0.0,1.0,0.0,24080.0,254.0,0.010548172757475,0.9981793211281388,0.9993572531360144,0.9999540895097152,0.0146524135764133,0.0018206788718611,0.0017747683815765,0.0,1.0,0.0,30.0,1.0,0.0,1.0,0.0,1.0,1.0,17.0,4711.333566547928,2.1940295108912036,113.88641377015044,111.69238425925926,8513.0,1431.0,146.0,1431.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0594269102990033,0.006063122923588,5.111079412946917,0.3037356578042789,0.3149637972646822,0.7932421560740145,2.0086094904547123,0.0012458471760797,0.0063676238533391,0.0,0.0,1.0,2.8286150593210384,0.1680958534006813,0.0171502408081757,,1
88,jashkenas/backbone,30.0,3002.0,0.4506995336442371,0.8061292471685543,0.783411059293804,16.0,12.0,1.0,7.0,0.0,830.2741081695833,30.0,4.0,WatchEvent,0.3333333333333333,1.2691244588917456,0.0,0.0,1.0,1.317913608525762,0.0,0.0666666666666666,0.0,0.0,0.3333333333333333,0.0,28072.0,1238.0,0.0441008834425762,0.5633885728887669,0.9983229384541126,1.0,0.6960909452508938,0.4366114271112331,0.0,0.4349343655653457,0.0,0.0,30.0,1.0,0.0,1.0,0.0,1.0,2.0,10.0,5706.369119853079,0.5348374456712963,23.472881427152775,22.93804398148148,27213.0,5305.0,66.0,5305.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.1889783414078085,0.0023510971786833,4.919415377775241,0.9296629587880328,0.4506995336442371,0.6955363091272485,2.033831792882494,0.0010686805357651,0.0052572834615722,0.0666666666666666,0.0,0.3333333333333333,1.0315657957593798,0.1949435931356337,0.0024253114320361,,1
89,meteor/meteor,30.0,27932.0,0.1423814979235285,0.4615136760704568,0.4804071793403026,564.5,30.0,1.0,30.0,0.0,12.268962790173612,30.0,7.0,IssueCommentEvent,0.3333333333333333,1.62837975496258,1.0,1.0,1.0,59.47273019296515,0.0666666666666666,0.3333333333333333,0.2666666666666666,0.2,0.0,0.0,44781.0,1488.0,0.0332283781067863,0.910907637696932,0.9502185761172663,0.9595053181190624,0.4730254117324078,0.0890923623030679,0.0092867420017961,0.0103752593330027,0.0,0.0148644619861476,30.0,0.9666666666666668,0.0,0.0,0.0,0.9666666666666668,1.0,5.0,5231.107504586957,0.5237314388078703,0.3649930128819444,0.1587384259259259,146493.0,5257.0,378.0,5257.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.1173935374377526,0.0084410799222884,8.56051992047776,1.0049497157712328,0.1423814979235285,0.325862809680653,3.017758312503779,0.0006699269779594,0.0057349232400869,0.4,0.4666666666666667,0.0,0.3056869611517274,0.0358856737181981,0.0025803280702832,,1
90,Semantic-Org/Semantic-UI,30.0,6437.0,0.8842628553674072,0.975454404225571,0.9373155196520118,5.0,0.0,0.0,0.0,0.0,0.0,30.0,3.0,WatchEvent,0.8666666666666667,0.4676524865100599,1.0,0.0,0.0,1.1221148401419268,0.0333333333333333,0.0,0.0,0.0,0.8666666666666667,0.1,51096.0,1272.0,0.0248943165805542,0.629920059337399,0.9933492665238172,1.0,0.6923180684909312,0.3700799406626009,0.0,0.0066507334761826,0.0,0.0,30.0,0.9666666666666668,0.0,1.0,0.0,0.9666666666666668,1.0,5.0,4785.209099466204,1.6018425217592591,534.3134513180555,532.7116087962963,113201.0,4876.0,1071.0,4876.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0954282135587912,0.0209605448567402,10.677903292636543,1.018973235769841,0.8842628553674072,0.9669100512661176,0.5535546218220395,0.0005871301080319,0.0062693185137603,0.0333333333333333,0.0,0.9666666666666668,0.4513741044690418,0.0430738244361798,0.0094610471638943,,1
91,chartjs/Chart.js,30.0,3839.0,0.3860380307371711,0.784839802031779,0.7646696188243465,24.5,0.0,0.0,0.0,0.0,0.0,30.0,4.0,WatchEvent,0.8666666666666667,0.5313039033395413,0.0,1.0,0.0,7.740086000955566,0.0,0.0,0.0666666666666666,0.0,0.8666666666666667,0.0,67417.0,1341.0,0.0198911253838052,0.8885579998751302,0.9965617227395288,0.9983403923527372,0.3672456234242425,0.1114420001248698,0.0017786696132083,0.0016596076472629,0.0,0.0,30.0,0.9333333333333332,0.0666666666666666,1.0,0.0,1.0,2.0,8.0,4807.192119391227,0.1072582801157407,29.696899483819443,29.589641203703703,43572.0,11950.0,564.0,11950.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.1772549950309269,0.0083658424433006,14.024195065215975,2.485858626597608,0.3860380307371711,0.6462620474081792,2.157900947548634,0.0004449916193245,0.0062406492717931,0.0,0.0666666666666666,0.8666666666666667,1.547255117965666,0.2742586982465804,0.0129440925364913,,1
92,lodash/lodash,30.0,7335.0,0.8954328561690524,0.9687798227675528,0.9330652124517154,7.0,0.0,0.0,0.0,0.0,0.0,30.0,5.0,PullRequestReviewCommentEvent,0.3666666666666666,1.4035444402084123,0.0,0.0,1.0,11.418300999101335,0.0,0.2333333333333333,0.0,0.0,0.1,0.0333333333333333,61228.0,804.0,0.0131312471418305,0.9720259367682604,0.9946169803559156,1.0,0.1413273190111413,0.0279740632317394,0.0,0.022591043587655,1.0,0.0,30.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,5152.014977285289,0.0615860815856481,8.122060618622687,8.060474537037036,49776.0,7163.0,142.0,7163.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.1169889592996668,0.0023192003658456,11.884282221390954,1.3903298091040603,0.8954328561690524,0.9593728698023176,0.5481190733525889,0.0004899719082772,0.0058229644385204,0.2333333333333333,0.0,0.1333333333333333,1.2300707168113147,0.1439046930247509,0.0028527804564448,,1
93,moment/moment,30.0,2856.0,0.4772408963585434,0.884453781512605,0.8213352007469654,12.0,0.0,0.0,0.0,0.0,0.0,29.0,4.0,WatchEvent,0.5172413793103449,1.2203886029053113,0.0,1.0,1.0,1.0812112362081487,0.0,0.1724137931034483,0.1379310344827586,0.0,0.5172413793103449,0.1724137931034483,47979.0,827.0,0.0172367077262969,0.997136845146806,0.9999253114639264,1.0,0.0199712500698053,0.0028631548531941,7.468853607357274e-05,0.0,1.0,0.0,30.0,1.0,0.0,1.0,0.0,1.0,1.0,14.0,5555.07452610662,0.0732876806944444,639.4729867547685,639.3996990740741,22191.0,6998.0,298.0,6998.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1458554784384835,0.0062110506680005,8.636967834316035,1.259749075731958,0.4772408963585434,0.8368347338935574,1.6880112976683803,0.0006252735571812,0.0054004676010229,0.1724137931034483,0.1379310344827586,0.6896551724137931,2.1620927403001216,0.3153530710648461,0.0134288675589202,,1
94,jquery/jquery-mobile,30.0,10771.0,0.1885618791198589,0.7368860830006498,0.7226100950082008,69.5,0.0,0.0,0.0,0.0,0.0,4.0,2.0,ForkEvent,0.5,0.6931471805599453,0.0,0.0,0.0,0.197446112236917,0.0,0.0,0.0,0.0,0.5,0.5,9619.0,0.0,0.0,0.6732652368926916,0.9008376268110164,0.9959855379628476,0.8510296381034258,0.3267347631073084,0.0,0.322720301070156,0.0,0.0,30.0,0.5,0.5,0.0,1.0,1.0,1.0,5.0,5723.563284882615,0.6360742344675926,1681.46517145669,1680.829097222222,133726.0,2364.0,182.0,2364.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.2457635928890737,0.0189208857469591,1.6805964258727648,0.4130294158190265,0.1885618791198589,0.5271562529013091,2.4091012207538895,0.0031188273209273,0.0052414900484648,0.0,0.0,1.0,0.0719306641939488,0.0176779384712023,0.0013609918789165,,1
95,vuejs/vuex,30.0,866.0,0.4595842956120092,0.792147806004619,0.7511162432640492,6.0,30.0,1.0,30.0,0.0,2948.1563696067246,12.0,2.0,WatchEvent,0.9166666666666666,0.2868359830561607,0.0,0.0,0.0,0.4606542285285723,0.0,0.0,0.0,0.0,0.9166666666666666,0.0833333333333333,28363.0,744.0,0.0262313577548214,0.9131477858540278,1.0,1.0,0.2951938570350657,0.0868522141459722,0.0,0.0,0.0,0.0,30.0,0.7666666666666667,0.2333333333333333,1.0,0.0,1.0,3.0,13.0,3957.008429935429,2.194402157650463,597.629784102095,595.4353819444444,16581.0,9482.0,141.0,9482.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.3343087825688396,0.004971265380954,7.167788621508521,2.396254687767295,0.4595842956120092,0.7113163972286374,2.0806674547008424,0.0010577160385008,0.0075814849855535,0.0,0.0,1.0,1.7105723418370424,0.5718593570954708,0.008503709064592,,1
96,facebook/create-react-app,30.0,1598.0,0.4098873591989987,0.7903629536921152,0.7409261576971213,10.5,30.0,1.0,28.0,0.0,455.3373686430787,30.0,5.0,WatchEvent,0.5,1.2616054764764455,1.0,1.0,1.0,6.900756367625016,0.0333333333333333,0.0666666666666666,0.2666666666666666,0.0,0.5,0.1333333333333333,103387.0,1879.0,0.0181744319885478,0.9834992149238622,0.9955748788532408,0.997055400259865,0.1003343543339322,0.0165007850761378,0.0120756639293786,0.002685057115498,1.0,0.0,30.0,1.0,0.0,1.0,0.0,1.0,4.0,9.0,3589.5683872777895,0.1963039444560185,455.12602616667823,454.9297222222222,25186.0,27057.0,2386.0,27057.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.26170601719752,0.0230783367347925,28.80207001034232,7.537675029450822,0.4098873591989987,0.6889862327909887,2.161325205350869,0.000290171878476,0.0083575507588987,0.1,0.2666666666666666,0.6333333333333333,4.104939251965377,1.074287302469626,0.0947351703327245,,1
