repo_age_days,last_update_recency_days,last_push_recency_days,update_push_gap_days,forks_to_stars_ratio,open_issues_to_stars_ratio,subscribers_to_stars_ratio,stars_per_repo_age_day,forks_per_repo_age_day,num_contributors,total_contributions,top1_contribution_ratio,top3_contribution_ratio,contribution_entropy,contributors_to_stars_ratio,tag_release_velocity,interaction_ratio,development_ratio,external_interest_event_ratio,stars_per_size,forks_per_size,issues_per_size
5727.17212419338,0.7972052118981482,1.131719100787037,0.3345138888888889,0.40909932711895797,0.07053933370372657,0.022902648311624176,8.485339526414958,3.4713466906322563,30,25256.0,0.20941558441558442,0.5205495723788407,2.70143289925393,0.0006173220569170937,0.005238187250086399,0.16666666666666666,0.2,0.3333333333333333,0.12452020887889022,0.050941133665066085,0.008783572566965773
