primary_language_ratio,top2_ratio,top3_ratio,entropy,minor_lang_ratio,infra_ratio,markup_ratio,is_monolingual,compiled_ratio
0.910064392848163,0.9724208120355936,0.9868515879179309,0.3837262697152014,0.027579187964406428,0.000668688526108869,0.012450462056221502,0,0.014460037382076053
