num_events,num_unique_event_types,IssuesEvent_ratio,IssueCommentEvent_ratio,PullRequestEvent_ratio,PushEvent_ratio,WatchEvent_ratio,ForkEvent_ratio,dominant_event_type,dominant_event_ratio,event_type_entropy,has_IssuesEvent,has_PullRequestEvent,has_IssueCommentEvent,recent_event_density
30,7,0.06666666666666667,0.1,0.2,0.0,0.2,0.13333333333333333,WatchEvent,0.2,1.8905044046958053,1.0,1.0,1.0,95.34319134848819
