path,key,dtype,example_value,is_github_api_url,fetch_status,error_message,depth
stargazers_url.__api__[0],[0],dict,"{'login': 'sbusso', 'id': 346, 'node_id': 'MDQ6VXNlcjM0Ng==', 'avatar_url': 'https://avatars.githubusercontent.com/u/346",False,,,1
stargazers_url.__api__[1],[1],dict,"{'login': 'auser', 'id': 529, 'node_id': 'MDQ6VXNlcjUyOQ==', 'avatar_url': 'https://avatars.githubusercontent.com/u/529?",False,,,1
stargazers_url.__api__[2],[2],dict,"{'login': 'pfig', 'id': 594, 'node_id': 'MDQ6VXNlcjU5NA==', 'avatar_url': 'https://avatars.githubusercontent.com/u/594?v",False,,,1
stargazers_url.__api__[3],[3],dict,"{'login': 'ludwig', 'id': 1056, 'node_id': 'MDQ6VXNlcjEwNTY=', 'avatar_url': 'https://avatars.githubusercontent.com/u/10",False,,,1
stargazers_url.__api__[4],[4],dict,"{'login': 'bryanveloso', 'id': 1258, 'node_id': 'MDQ6VXNlcjEyNTg=', 'avatar_url': 'https://avatars.githubusercontent.com",False,,,1
stargazers_url.__api__[5],[5],dict,"{'login': 'eyecat', 'id': 1351, 'node_id': 'MDQ6VXNlcjEzNTE=', 'avatar_url': 'https://avatars.githubusercontent.com/u/13",False,,,1
stargazers_url.__api__[6],[6],dict,"{'login': 'cosmin', 'id': 1358, 'node_id': 'MDQ6VXNlcjEzNTg=', 'avatar_url': 'https://avatars.githubusercontent.com/u/13",False,,,1
stargazers_url.__api__[7],[7],dict,"{'login': 'mcroydon', 'id': 1411, 'node_id': 'MDQ6VXNlcjE0MTE=', 'avatar_url': 'https://avatars.githubusercontent.com/u/",False,,,1
stargazers_url.__api__[8],[8],dict,"{'login': 'Rickasaurus', 'id': 1429, 'node_id': 'MDQ6VXNlcjE0Mjk=', 'avatar_url': 'https://avatars.githubusercontent.com",False,,,1
stargazers_url.__api__[9],[9],dict,"{'login': 'babo', 'id': 1548, 'node_id': 'MDQ6VXNlcjE1NDg=', 'avatar_url': 'https://avatars.githubusercontent.com/u/1548",False,,,1
stargazers_url.__api__[10],[10],dict,"{'login': 'ask', 'id': 1558, 'node_id': 'MDQ6VXNlcjE1NTg=', 'avatar_url': 'https://avatars.githubusercontent.com/u/1558?",False,,,1
stargazers_url.__api__[11],[11],dict,"{'login': 'bmabey', 'id': 1837, 'node_id': 'MDQ6VXNlcjE4Mzc=', 'avatar_url': 'https://avatars.githubusercontent.com/u/18",False,,,1
stargazers_url.__api__[12],[12],dict,"{'login': 'abisani', 'id': 1954, 'node_id': 'MDQ6VXNlcjE5NTQ=', 'avatar_url': 'https://avatars.githubusercontent.com/u/1",False,,,1
stargazers_url.__api__[13],[13],dict,"{'login': 'jonpierce', 'id': 2025, 'node_id': 'MDQ6VXNlcjIwMjU=', 'avatar_url': 'https://avatars.githubusercontent.com/u",False,,,1
stargazers_url.__api__[14],[14],dict,"{'login': 'mikong', 'id': 4162, 'node_id': 'MDQ6VXNlcjQxNjI=', 'avatar_url': 'https://avatars.githubusercontent.com/u/41",False,,,1
stargazers_url.__api__[15],[15],dict,"{'login': 'cartazio', 'id': 4290, 'node_id': 'MDQ6VXNlcjQyOTA=', 'avatar_url': 'https://avatars.githubusercontent.com/u/",False,,,1
stargazers_url.__api__[16],[16],dict,"{'login': 'olifante', 'id': 5111, 'node_id': 'MDQ6VXNlcjUxMTE=', 'avatar_url': 'https://avatars.githubusercontent.com/u/",False,,,1
stargazers_url.__api__[17],[17],dict,"{'login': 'brunojm', 'id': 5225, 'node_id': 'MDQ6VXNlcjUyMjU=', 'avatar_url': 'https://avatars.githubusercontent.com/u/5",False,,,1
stargazers_url.__api__[18],[18],dict,"{'login': 'jackscott', 'id': 5823, 'node_id': 'MDQ6VXNlcjU4MjM=', 'avatar_url': 'https://avatars.githubusercontent.com/u",False,,,1
stargazers_url.__api__[19],[19],dict,"{'login': 'mrflip', 'id': 6128, 'node_id': 'MDQ6VXNlcjYxMjg=', 'avatar_url': 'https://avatars.githubusercontent.com/u/61",False,,,1
stargazers_url.__api__[20],[20],dict,"{'login': 'dsisnero', 'id': 6213, 'node_id': 'MDQ6VXNlcjYyMTM=', 'avatar_url': 'https://avatars.githubusercontent.com/u/",False,,,1
stargazers_url.__api__[21],[21],dict,"{'login': 'nuin', 'id': 6273, 'node_id': 'MDQ6VXNlcjYyNzM=', 'avatar_url': 'https://avatars.githubusercontent.com/u/6273",False,,,1
stargazers_url.__api__[22],[22],dict,"{'login': 'seanjtaylor', 'id': 7317, 'node_id': 'MDQ6VXNlcjczMTc=', 'avatar_url': 'https://avatars.githubusercontent.com",False,,,1
stargazers_url.__api__[23],[23],dict,"{'login': 'kirubakaran', 'id': 7503, 'node_id': 'MDQ6VXNlcjc1MDM=', 'avatar_url': 'https://avatars.githubusercontent.com",False,,,1
stargazers_url.__api__[24],[24],dict,"{'login': 'jamshid', 'id': 8549, 'node_id': 'MDQ6VXNlcjg1NDk=', 'avatar_url': 'https://avatars.githubusercontent.com/u/8",False,,,1
stargazers_url.__api__[25],[25],dict,"{'login': 'jeremi', 'id': 9537, 'node_id': 'MDQ6VXNlcjk1Mzc=', 'avatar_url': 'https://avatars.githubusercontent.com/u/95",False,,,1
stargazers_url.__api__[26],[26],dict,"{'login': 'rauanmayemir', 'id': 9691, 'node_id': 'MDQ6VXNlcjk2OTE=', 'avatar_url': 'https://avatars.githubusercontent.co",False,,,1
